"Employed Persons by Major Occupation, by Region, by Sex: 2018 to 2021"

"Geolocation","Major Occupation","2018 January Male","2018 January Female","2018 April Male","2018 April Female","2018 July Male","2018 July Female","2018 October Male","2018 October Female","2018 Annual Male","2018 Annual Female","2018 February Male","2018 February Female","2018 March Male","2018 March Female","2018 May Male","2018 May Female","2018 June Male","2018 June Female","2018 August Male","2018 August Female","2018 September Male","2018 September Female","2018 November Male","2018 November Female","2018 December Male","2018 December Female","2019 January Male","2019 January Female","2019 April Male","2019 April Female","2019 July Male","2019 July Female","2019 October Male","2019 October Female","2019 Annual Male","2019 Annual Female","2019 February Male","2019 February Female","2019 March Male","2019 March Female","2019 May Male","2019 May Female","2019 June Male","2019 June Female","2019 August Male","2019 August Female","2019 September Male","2019 September Female","2019 November Male","2019 November Female","2019 December Male","2019 December Female","2020 January Male","2020 January Female","2020 April Male","2020 April Female","2020 July Male","2020 July Female","2020 October Male","2020 October Female","2020 Annual Male","2020 Annual Female","2020 February Male","2020 February Female","2020 March Male","2020 March Female","2020 May Male","2020 May Female","2020 June Male","2020 June Female","2020 August Male","2020 August Female","2020 September Male","2020 September Female","2020 November Male","2020 November Female","2020 December Male","2020 December Female","2021 January Male","2021 January Female","2021 April Male","2021 April Female","2021 July Male","2021 July Female","2021 October Male","2021 October Female","2021 Annual Male","2021 Annual Female","2021 February Male","2021 February Female","2021 March Male","2021 March Female","2021 May Male","2021 May Female","2021 June Male","2021 June Female","2021 August Male","2021 August Female","2021 September Male","2021 September Female","2021 November Male","2021 November Female","2021 December Male","2021 December Female"
"MIMAROPA REGION","Clerical Support Workers",12.721,26.567,11.136,20.379,17.644,21.145,15.271,31.324,14.193,24.854,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.249,27.127,14.817,27.157,14.784,20.470,14.659,26.812,15.627,25.392,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.288,28.316,13.638,24.152,16.357,16.502,12.735,23.713,15.005,23.171,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.273,2.087,21.920,32.025,19.765,28.034,15.073,24.309,16.639,26.632,26.422,27.348,13.618,22.121,19.154,21.911,17.740,26.564,9.238,28.351,13.400,38.180,14.428,20.997,12.636,22.110
"MIMAROPA REGION","Service and Sales Workers",74.494,91.538,57.323,87.799,72.445,83.700,64.156,85.921,67.105,87.240,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.400,99.106,67.318,104.407,74.141,98.331,76.629,107.620,67.122,102.366,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.381,94.812,65.826,80.630,61.736,111.567,83.574,115.552,68.879,100.640,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.750,10.078,78.754,130.925,70.338,130.720,68.672,26.905,65.663,127.989,71.698,129.608,81.920,143.773,72.861,133.039,69.873,122.214,53.256,123.277,41.765,70.345,51.463,133.929,68.604,187.840
"MIMAROPA REGION","Skilled Agricultural Forestry and Fishery Workers",190.255,65.189,166.294,48.622,170.631,47.331,170.292,48.484,174.368,52.407,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,194.179,46.886,177.375,39.677,186.910,49.766,184.477,39.630,185.735,43.990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,193.692,36.839,186.080,43.034,188.256,45.759,238.604,44.824,201.658,42.614,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,199.277,3.104,208.676,53.225,196.746,49.076,217.292,109.261,221.232,53.271,242.018,45.132,251.980,90.655,186.527,51.707,208.304,59.329,243.239,53.194,230.950,58.609,209.939,51.787,259.841,48.660
"MIMAROPA REGION","Craft and Related Trades Workers",51.628,11.517,74.269,12.063,78.176,7.110,61.950,12.082,66.506,10.693,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.936,7.705,74.111,9.444,67.433,6.498,71.348,7.454,70.707,7.775,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.528,9.548,43.138,6.459,65.359,8.331,58.400,6.739,59.106,7.769,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.106,0.428,65.813,5.814,67.745,12.911,58.339,40.635,57.137,8.186,52.431,11.482,69.660,13.261,46.267,5.561,51.771,2.862,48.350,6.275,52.099,7.552,44.217,8.088,66.852,11.039
"MIMAROPA REGION","Plant and Machine Operators and Assemblers",47.768,1.975,45.848,0.197,44.361,0.000,42.009,0.000,44.997,0.543,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.572,0.239,46.539,1.012,47.614,0.625,39.326,2.156,44.013,1.008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.766,0.315,42.203,0.000,51.834,0.000,43.712,0.770,47.879,0.271,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.991,0.000,47.634,2.102,52.682,0.610,52.368,8.242,51.429,0.565,52.084,0.000,65.939,2.678,40.186,0.354,45.752,0.870,54.296,0.000,62.592,0.000,46.438,0.000,48.184,0.000
"MIMAROPA REGION","Elementary Occupations",307.292,125.001,280.058,120.143,273.549,115.663,283.729,94.716,286.157,113.881,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,242.608,107.118,226.224,89.185,258.856,106.893,229.695,91.293,239.346,98.622,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,237.069,106.073,201.302,86.269,296.311,135.433,222.261,113.331,239.236,110.277,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,252.746,8.274,282.475,157.579,256.421,121.391,228.028,0.164,265.291,134.647,315.390,196.900,248.907,124.016,334.836,118.713,267.701,142.235,253.173,184.523,197.678,100.242,313.817,126.888,232.320,133.265
"MIMAROPA REGION","Armed Forces Occupations",3.679,0.377,1.140,0.195,1.666,0.343,3.338,0.373,2.456,0.322,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.918,0.205,1.210,0.000,1.337,0.000,1.934,0.152,1.350,0.089,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.466,0.000,1.587,0.382,1.933,0.000,1.261,0.000,2.062,0.096,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.678,0.000,3.151,0.000,1.581,0.113,2.178,110.725,2.374,0.044,0.562,0.000,3.757,0.000,1.409,0.000,7.858,0.421,2.211,0.000,0.000,0.000,0.000,0.000,4.104,0.000
"REGION V","Managers",179.850,228.577,168.491,225.063,145.628,203.993,183.221,227.757,169.298,221.348,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.430,121.622,90.354,98.308,98.528,87.438,100.719,108.393,100.008,103.940,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.262,109.380,77.391,101.225,65.313,91.980,64.228,115.507,75.549,104.523,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.359,7.676,85.275,121.102,70.889,119.013,81.336,112.031,72.046,93.415,78.177,101.727,54.336,115.401,91.970,141.340,52.920,54.991,85.447,78.872,69.710,60.227,88.326,101.739,38.805,22.426
"REGION V","Professionals",32.509,71.680,34.850,75.565,26.873,87.130,31.162,84.271,31.349,79.662,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.134,85.743,41.037,63.694,32.834,83.538,27.827,95.295,32.208,82.068,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.133,83.490,24.306,66.799,38.022,79.002,44.643,91.861,35.526,80.288,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.641,7.010,35.991,84.665,32.101,87.266,44.718,91.460,40.476,94.494,54.265,94.322,31.707,82.771,33.967,99.689,35.726,98.033,46.279,75.717,36.934,94.889,52.318,126.607,44.064,114.394
"REGION V","Technicians and Associate Professionals",36.949,29.991,37.893,45.183,30.234,36.228,17.150,29.697,30.557,35.275,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.329,45.092,29.021,38.328,26.089,30.332,31.373,31.912,28.953,36.416,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.407,31.230,23.525,28.441,20.134,42.509,28.792,38.336,25.965,35.129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.602,3.042,24.496,27.936,44.589,49.298,30.750,30.089,31.807,39.236,26.573,21.064,39.916,41.310,30.630,36.893,32.484,39.530,17.599,54.528,35.492,31.830,35.128,46.714,28.431,55.142
"REGION V","Clerical Support Workers",36.611,35.109,36.703,45.592,33.355,30.005,20.637,46.649,31.827,39.339,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.719,41.787,35.733,40.078,38.866,35.035,29.475,42.035,33.948,39.734,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.840,53.131,25.103,32.582,27.580,39.333,32.389,30.159,33.728,38.801,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.140,4.341,32.576,43.031,38.353,48.361,45.449,49.257,38.250,48.304,29.227,67.695,28.163,45.745,40.326,40.149,46.730,54.400,32.067,52.629,32.231,45.600,62.608,0.000,38.134,38.753
"REGION V","Service and Sales Workers",151.083,187.588,151.191,154.786,147.010,170.049,145.484,181.115,148.692,173.385,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,137.074,255.585,153.119,301.070,184.667,316.043,169.109,294.479,160.992,291.794,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,183.524,319.516,130.037,171.680,158.725,271.350,140.845,236.604,153.283,249.788,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,163.260,20.515,162.421,299.664,132.259,229.778,152.723,268.916,152.249,280.307,122.319,234.879,174.221,324.531,121.467,275.338,203.152,306.224,154.281,266.390,133.623,320.931,188.644,41.943,118.623,297.676
"REGION V","Skilled Agricultural Forestry and Fishery Workers",298.146,60.279,338.444,89.227,314.435,71.608,301.327,67.487,313.088,72.150,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,275.114,55.685,270.550,61.479,294.035,76.241,287.866,98.574,281.891,72.995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,241.728,70.916,288.071,78.267,334.814,76.502,342.646,52.969,301.815,69.664,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,253.938,2.988,271.032,59.759,288.663,72.044,281.153,60.554,281.941,65.662,256.415,73.018,231.204,54.320,241.403,30.915,299.200,49.246,361.933,56.652,351.879,95.669,272.478,293.180,273.989,106.409
"REGION V","Craft and Related Trades Workers",114.879,25.041,139.816,33.052,139.626,25.441,140.625,32.982,133.737,29.129,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113.111,30.505,133.278,45.780,130.947,30.753,126.569,42.996,125.976,37.509,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,129.426,42.534,78.581,26.671,132.647,19.864,102.575,38.117,110.807,31.797,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,128.843,2.562,105.263,22.555,116.115,37.275,126.869,31.706,114.256,35.972,120.656,70.051,114.869,24.909,140.919,10.273,87.963,19.717,119.994,58.548,101.534,44.874,63.674,93.508,144.375,46.964
"REGION V","Plant and Machine Operators and Assemblers",123.929,3.130,98.938,6.902,89.296,1.832,94.579,1.061,101.686,3.231,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,110.102,1.516,134.539,2.465,93.783,0.534,139.784,3.896,119.552,2.103,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121.497,0.497,69.678,0.482,115.000,0.443,108.227,2.145,103.601,0.892,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.247,0.100,112.280,0.217,113.265,4.386,109.480,1.681,111.584,2.282,100.388,0.000,90.921,3.644,117.694,6.328,90.064,3.523,112.110,3.707,162.909,2.704,117.744,34.048,100.907,0.000
"REGION V","Elementary Occupations",554.908,250.282,521.121,220.602,508.245,170.285,599.752,221.440,546.007,215.652,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,441.261,158.495,503.063,192.347,550.168,217.814,492.166,178.047,496.665,186.676,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,488.076,185.664,448.594,174.128,527.907,199.152,509.213,161.545,493.448,180.122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,476.695,14.103,549.728,196.058,517.388,189.856,510.408,211.387,541.270,209.488,507.438,165.715,588.272,194.389,607.725,241.646,584.111,297.210,493.196,226.625,501.093,171.470,575.164,266.740,584.023,183.530
"REGION V","Armed Forces Occupations",6.092,0.000,3.421,0.000,8.309,1.550,1.748,0.000,4.893,0.388,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.396,0.000,1.298,0.000,8.480,0.000,2.397,0.000,4.393,0.000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.612,0.000,1.928,0.000,1.936,0.000,3.263,0.000,2.685,0.000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.604,0.032,2.946,0.000,4.310,0.000,3.611,0.000,3.934,0.132,5.568,0.000,3.560,1.203,4.174,0.000,2.641,0.000,3.172,0.000,0.000,0.000,8.893,0.000,4.724,0.000
"REGION VI","Managers",279.006,290.031,201.863,282.974,161.587,201.826,157.841,182.475,200.074,239.327,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,158.324,186.913,161.901,160.538,145.981,149.960,146.216,171.925,153.106,167.334,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113.375,145.911,131.588,130.148,84.546,125.231,77.482,108.750,172.508,200.824,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.749,9.533,96.992,109.549,90.015,108.371,111.154,123.619,90.949,102.123,99.326,91.835,98.628,81.199,110.859,121.693,84.890,112.957,75.080,131.091,49.403,92.576,77.295,0.000,111.996,52.123
"REGION VI","Professionals",42.011,97.323,41.946,109.490,35.619,127.457,38.554,108.163,39.533,110.608,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.942,113.010,47.876,116.535,48.698,111.835,42.191,101.726,43.177,110.777,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.024,139.047,47.107,103.408,43.087,88.394,42.348,109.465,98.480,113.404,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.728,11.576,47.271,116.239,40.614,105.164,61.274,106.507,47.514,113.336,53.740,158.662,70.277,132.973,43.502,123.968,61.520,109.753,23.487,80.698,41.632,95.253,41.996,86.061,39.131,111.894
"REGION VI","Technicians and Associate Professionals",46.051,52.587,44.771,65.238,50.657,59.061,46.576,62.406,47.014,59.823,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.063,57.233,60.036,62.140,33.504,71.285,45.209,64.774,45.703,63.858,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.767,61.060,40.966,55.438,33.778,64.057,37.801,50.240,69.362,75.712,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.062,3.786,54.173,43.615,48.909,56.328,52.622,51.103,41.435,50.001,33.044,49.788,33.405,66.095,43.980,63.622,62.111,34.693,33.513,50.713,30.974,49.648,18.590,80.009,41.838,46.587
"REGION VI","Clerical Support Workers",54.372,81.973,60.675,99.084,58.695,97.127,58.399,89.749,58.035,91.983,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.866,90.210,55.549,101.290,53.126,102.676,66.554,108.347,58.274,100.631,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.800,106.568,58.957,88.801,57.326,111.900,53.792,97.975,105.152,121.564,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.745,9.153,76.446,99.853,72.146,108.668,88.741,140.521,79.185,119.814,47.716,103.770,86.720,124.195,105.300,106.160,89.403,136.323,71.302,98.760,98.753,123.959,78.288,42.385,80.657,136.920
"REGION VI","Service and Sales Workers",205.996,244.111,174.351,230.585,244.453,298.808,237.293,348.153,215.523,280.414,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,240.955,331.679,231.006,305.701,248.847,361.446,213.452,338.898,233.565,334.431,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,251.536,376.587,201.861,280.780,189.766,322.823,200.796,333.655,350.119,405.773,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,229.508,28.763,231.050,383.378,237.752,401.499,219.473,379.625,242.516,404.196,320.844,421.158,253.741,416.561,265.746,326.859,261.582,486.552,250.324,370.905,205.470,449.848,224.723,148.806,209.982,416.520
"REGION VI","Skilled Agricultural Forestry and Fishery Workers",323.703,95.260,329.553,71.583,380.255,87.067,343.164,85.386,344.169,84.824,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,282.731,73.678,295.090,65.770,345.296,54.025,359.422,92.593,320.635,71.517,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,315.031,76.518,329.343,56.202,362.232,100.728,369.822,91.409,215.233,328.526,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,329.121,7.008,376.491,108.479,319.025,87.177,317.259,81.085,354.295,105.947,223.351,58.928,325.737,119.834,389.553,144.134,357.514,114.894,386.902,139.936,416.216,114.243,368.888,452.295,441.483,101.364
"REGION VI","Craft and Related Trades Workers",158.367,17.812,187.586,39.229,163.569,33.039,149.408,21.087,164.733,27.792,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,177.713,31.325,164.252,9.431,132.887,20.308,140.583,18.130,153.859,19.799,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,145.623,13.950,90.226,14.445,136.629,14.512,136.491,18.436,73.337,105.916,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123.415,0.780,136.390,13.234,146.201,22.881,119.555,9.214,137.429,18.765,141.481,9.461,135.322,5.764,168.887,37.446,130.236,14.717,113.896,3.953,126.117,54.119,154.012,117.197,153.637,25.601
"REGION VI","Plant and Machine Operators and Assemblers",148.328,1.258,139.107,4.128,164.045,0.252,156.697,0.665,152.044,1.576,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,184.305,0.740,162.542,3.426,167.999,1.603,177.954,3.154,173.200,2.231,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,206.537,2.623,135.974,3.270,182.416,2.403,204.131,2.952,79.113,131.598,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,194.829,0.179,176.139,3.977,178.578,2.604,200.603,4.075,185.606,2.112,196.053,0.000,189.636,1.255,189.142,0.000,164.153,3.796,157.693,1.412,168.317,0.000,226.254,19.437,185.875,3.919
"REGION VI","Elementary Occupations",719.725,343.071,769.811,327.471,625.998,348.937,695.051,347.375,702.646,341.714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,658.728,317.055,633.595,262.243,647.724,316.428,690.445,314.893,657.623,302.655,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,667.379,282.233,597.466,258.555,825.521,356.662,728.174,267.595,546.684,725.306,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,779.144,32.081,701.372,339.296,700.071,317.394,753.272,372.353,777.860,379.235,805.979,365.247,768.110,342.675,758.203,348.116,706.744,414.816,844.418,347.048,901.224,372.490,810.437,2.158,805.348,478.726
"REGION VI","Armed Forces Occupations",3.466,0.000,1.525,0.000,4.921,0.000,2.337,0.000,3.062,0.000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.732,0.000,2.903,0.519,0.335,0.000,0.602,0.000,1.643,0.130,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.938,0.000,3.484,0.000,1.846,0.451,5.047,1.453,1.395,2.679,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.127,0.000,4.528,0.000,3.638,0.000,2.449,0.000,3.406,..,0.000,0.000,5.047,0.000,10.630,0.000,1.930,0.000,0.000,0.000,4.709,0.000,2.808,467.684,0.000,0.000
"REGION VII","Managers",148.352,242.806,161.732,229.540,159.989,221.502,158.934,203.684,157.252,224.383,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,131.795,188.104,130.140,167.515,108.234,163.888,121.625,190.533,122.949,177.510,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,125.242,124.392,92.001,102.792,83.290,136.636,96.756,134.708,154.566,203.284,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.505,7.319,88.511,122.097,92.398,133.437,82.056,160.955,78.746,118.692,94.763,94.061,96.073,164.146,95.248,126.607,77.016,80.100,29.678,142.991,57.695,123.738,84.406,134.439,57.605,53.903
"REGION VII","Professionals",47.826,119.388,57.921,97.015,62.546,110.160,46.897,105.641,53.798,108.051,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.977,101.545,35.125,91.233,51.354,126.215,51.543,117.599,50.750,109.148,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.184,130.545,50.126,104.161,55.688,97.479,49.522,119.668,107.183,124.402,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.424,7.506,61.467,120.532,52.017,116.823,54.075,116.403,54.274,109.485,56.186,121.163,58.387,78.231,62.710,160.738,51.437,97.341,17.063,75.432,92.614,121.854,47.115,127.278,54.788,87.951
"REGION VII","Technicians and Associate Professionals",57.509,38.872,62.624,45.188,62.749,72.905,58.313,56.295,60.299,53.315,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.674,79.842,66.759,58.247,50.348,53.914,49.360,53.376,55.535,61.345,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.664,57.271,60.487,69.384,36.220,46.651,55.478,49.950,71.493,82.499,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.551,2.738,61.741,50.289,62.186,56.892,49.570,51.207,58.282,50.371,34.144,57.524,21.585,33.500,79.224,46.639,43.998,33.097,40.986,89.222,92.613,39.869,106.944,63.321,59.842,50.037
"REGION VII","Clerical Support Workers",83.167,120.311,80.147,135.841,66.509,95.739,87.745,105.512,79.392,114.351,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.229,122.786,80.722,106.931,84.634,121.344,99.766,124.346,88.088,118.852,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.619,142.321,74.370,109.429,70.534,102.958,84.025,106.161,124.047,151.880,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.386,11.158,91.941,127.891,89.325,128.296,90.216,151.326,98.730,144.113,112.945,135.773,38.552,87.675,114.143,160.806,98.517,143.793,100.678,126.639,129.705,172.492,139.335,158.796,90.022,201.972
"REGION VII","Service and Sales Workers",219.993,257.353,285.315,365.278,210.593,265.298,213.445,313.280,232.337,300.302,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,239.728,354.179,256.758,405.970,246.172,326.586,264.341,387.112,251.750,368.462,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,280.445,436.771,233.700,262.383,211.087,293.212,228.766,312.366,341.908,448.687,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,249.323,31.557,288.678,513.197,253.546,356.699,266.246,396.315,272.098,440.249,347.250,462.088,254.768,304.274,270.823,532.288,332.837,585.882,248.592,406.888,213.804,452.371,217.746,395.876,321.560,498.429
"REGION VII","Skilled Agricultural Forestry and Fishery Workers",317.782,149.966,301.693,92.423,302.157,126.473,289.077,126.142,302.677,123.751,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,246.420,109.574,307.749,131.214,302.216,127.178,310.839,131.762,291.806,124.932,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,280.690,140.877,313.774,104.481,409.762,173.288,392.553,121.296,252.632,348.789,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,513.119,15.466,358.313,113.464,315.482,118.041,501.583,158.475,427.979,149.307,376.649,156.640,503.041,146.745,274.440,81.988,438.541,184.618,567.436,242.920,281.406,172.758,504.622,89.714,501.116,140.726
"REGION VII","Craft and Related Trades Workers",280.155,39.105,284.308,63.713,281.775,45.353,284.871,37.223,282.777,46.349,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,307.045,47.475,313.013,47.924,266.893,55.299,227.211,46.185,278.541,49.221,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,286.060,70.962,217.042,31.248,199.206,31.056,242.293,41.162,153.297,205.778,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,238.886,2.776,257.697,52.826,266.013,53.933,233.661,42.752,270.223,42.318,269.558,32.321,275.015,32.410,267.590,45.131,280.494,12.331,248.563,62.799,341.483,39.770,267.065,64.482,296.655,35.751
"REGION VII","Plant and Machine Operators and Assemblers",173.166,34.471,152.801,27.139,159.354,34.314,200.873,36.456,171.549,33.095,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,213.145,37.945,213.907,29.442,210.438,27.318,250.134,54.887,221.906,37.398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,250.895,31.298,162.706,25.134,153.023,30.947,173.561,18.409,117.003,174.274,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157.701,2.821,230.216,33.316,199.234,29.352,182.590,22.847,196.672,27.777,164.665,24.045,199.696,40.154,279.306,39.328,214.016,23.942,157.060,19.310,228.624,10.678,182.746,38.406,164.210,18.096
"REGION VII","Elementary Occupations",541.437,269.463,403.401,217.692,452.828,279.447,469.999,281.969,466.916,262.143,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,487.384,270.176,440.818,235.936,444.202,256.553,495.244,254.682,466.912,254.337,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,482.936,250.066,355.644,218.123,378.358,285.616,303.922,222.364,395.712,471.548,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,444.166,22.599,512.244,311.923,478.402,243.812,517.497,328.909,485.843,299.818,487.975,204.611,604.497,360.245,538.734,297.431,506.938,352.010,511.397,315.368,385.076,292.430,425.939,271.685,417.253,348.200
"REGION VII","Armed Forces Occupations",0.250,0.000,2.237,0.000,0.000,0.776,5.063,0.000,1.888,0.194,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.800,0.000,0.560,0.000,1.400,1.029,0.000,0.000,0.690,0.257,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.533,0.000,2.120,0.000,1.520,0.000,0.462,0.272,0.960,0.778,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.493,0.010,0.973,0.000,1.822,0.077,7.081,0.948,3.904,0.096,16.659,0.000,0.000,0.000,9.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.259,0.000,0.000,0.000
"REGION VIII","Managers",123.600,170.309,123.081,173.281,102.832,156.103,131.954,154.886,120.367,163.645,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,109.759,162.045,105.455,134.858,105.710,154.553,96.627,126.867,104.388,144.581,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.399,111.094,79.193,108.460,75.848,135.161,67.355,114.433,145.439,157.264,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.582,7.610,49.579,74.603,55.691,89.738,66.566,107.542,51.743,80.977,59.474,111.607,49.890,118.299,38.086,60.349,48.252,90.434,39.447,30.046,66.547,92.936,37.764,75.249,46.043,29.609
